"Name","Type","Level","Race","Attribute","ATK","DEF","Cluster"
"Dragunity Arma Leyvaten","Effect Monster",8,"Dragon","WIND",2600,1200,"cluster_5"
"Mystical Capture Chain","Normal Monster",2,"Fairy","LIGHT",700.0000000000001,700.0000000000001,"cluster_1"
"Thousand-Eyes Restrict","Fusion Monster",1,"Spellcaster","DARK",0,0,"cluster_3"
"Mech Mole Zombie","Normal Monster",2,"Zombie","DARK",500,400,"cluster_2"
"X-Saber Souza","Synchro Monster",7,"Warrior","EARTH",2500,1600,"cluster_6"
"Goblin Zombie","Effect Monster",4,"Zombie","DARK",1100,1050,"cluster_2"
"Buster Blaster","Union Effect Monster",1,"Machine","EARTH",0,0,"cluster_0"
"Gravekeeper's Spear Soldier","Effect Monster",4,"Spellcaster","DARK",1500,1000,"cluster_1"
"Ryu Okami","Effect Monster",8,"Wyrm","LIGHT",2900.0000000000005,1200,"cluster_5"
"Exarion Universe","Effect Monster",4,"Beast-Warrior","DARK",1800.0000000000002,1900,"cluster_4"
"Supersonic Skull Flame","Effect Monster",10,"Zombie","WIND",2600,2000,"cluster_6"
"The Phantom Knights of Ragged Gloves","Effect Monster",3,"Warrior","DARK",1000,500,"cluster_2"
"Jizukiru, the Star Destroying Kaiju","Effect Monster",10,"Machine","LIGHT",3300,2600,"cluster_4"
"Gishki Noellia","Effect Monster",4,"Spellcaster","WATER",1700.0000000000002,1000,"cluster_1"
"Submarine Frog","Effect Monster",2,"Aqua","WATER",1200,600,"cluster_4"
"Junk Synchron","Tuner Monster",3,"Warrior","DARK",1300,500,"cluster_2"
"Genex Ally Birdman","Tuner Monster",3,"Machine","DARK",1400.0000000000002,400,"cluster_4"
"Kozmo Dark Eclipser","Effect Monster",9,"Machine","DARK",3000,2600,"cluster_4"
"Photon Circle","Effect Monster",4,"Spellcaster","LIGHT",1000,1000,"cluster_1"
"Embryonic Beast","Normal Monster",2,"Fiend","DARK",500,750,"cluster_2"
"Alien Kid","Effect Monster",4,"Reptile","LIGHT",1600,700.0000000000001,"cluster_5"
"Destiny HERO - Decider","Effect Monster",4,"Warrior","DARK",1600,1000,"cluster_2"
"Jormungardr the Nordic Serpent","Effect Monster",8,"Dragon","DARK",3000,3000,"cluster_5"
"Performapal Gold Fang","Pendulum Effect Monster",4,"Beast","LIGHT",1800.0000000000002,700.0000000000001,"cluster_3"
"Meliae of the Trees","XYZ Monster",3,"Plant","EARTH",1700.0000000000002,900.0000000000001,"cluster_5"
"Dragon Ice","Effect Monster",5,"Dragon","WATER",1800.0000000000002,2200,"cluster_5"
"Cyber Ogre","Effect Monster",5,"Machine","EARTH",1900,1200,"cluster_4"
"Meteor Dragon","Normal Monster",5.999999999999999,"Dragon","EARTH",1800.0000000000002,2000,"cluster_5"
"Kozmo Tincan","Effect Monster",1,"Psychic","LIGHT",0,0,"cluster_5"
"Skull-Mark Ladybug","Effect Monster",4,"Insect","EARTH",500,1500,"cluster_5"
"Hieratic Sun Dragon Overlord of Heliopolis","XYZ Monster",8,"Dragon","LIGHT",3000,2400,"cluster_5"
"Red-Eyes Black Metal Dragon","Effect Monster",8,"Machine","DARK",2800.0000000000005,2400,"cluster_4"
"Red-Eyes Black Metal Dragon","Effect Monster",8,"Machine","DARK",2800.0000000000005,2400,"cluster_4"
"Amphibious Bugroth MK-3","Effect Monster",4,"Machine","WATER",1500,1300,"cluster_4"
"Superheavy Samurai Trumpeter","Tuner Monster",2,"Machine","EARTH",300,600,"cluster_4"
"Gorgonic Gargoyle","Effect Monster",3,"Rock","DARK",1000,800,"cluster_2"
"Doomsday Horror","Effect Monster",4,"Fiend","DARK",0,0,"cluster_2"
"Zeta Reticulant","Effect Monster",7,"Fairy","DARK",2400,2100,"cluster_1"
"The Six Samurai - Yaichi","Effect Monster",3,"Warrior","WATER",1300,800,"cluster_6"
"Darktellarknight Batlamyus","XYZ Monster",4,"Warrior","DARK",2600,550,"cluster_2"
"Alligator's Sword","Normal Monster",4,"Beast","EARTH",1500,1200,"cluster_1"
"Performapal Whim Witch","Pendulum Effect Monster",3,"Spellcaster","DARK",800,800,"cluster_3"
"Superalloy Beast Raptinus","Fusion Monster",8,"Dragon","LIGHT",2200,2200,"cluster_0"
"Qliphort Disk","Pendulum Effect Monster",7,"Machine","EARTH",2800.0000000000005,1000,"cluster_4"
"Z-Metal Tank","Union Effect Monster",4,"Machine","LIGHT",1500,1300,"cluster_0"
"Hibikime","Normal Monster",4,"Warrior","EARTH",1450.0000000000002,1000,"cluster_6"
"Eyearmor","Normal Monster",2,"Warrior","EARTH",600,500,"cluster_6"
"Hieratic Seal of the Dragon King","Gemini Monster",5.999999999999999,"Dragon","LIGHT",0,0,"cluster_0"
"Sasuke Samurai 4","Effect Monster",4,"Warrior","WIND",1200,1200,"cluster_6"
"Scrap Orthros","Tuner Monster",4,"Beast","EARTH",1700.0000000000002,1100,"cluster_1"
"Chimeratech Overdragon","Fusion Monster",9,"Machine","DARK",0,0,"cluster_0"
"Swordsman of Revealing Light","Effect Monster",8,"Warrior","LIGHT",0,2400,"cluster_6"
"Ojama Blue","Effect Monster",2,"Beast","LIGHT",0,1000,"cluster_1"
"Relinquished","Ritual Effect Monster",1,"Spellcaster","DARK",0,0,"cluster_3"
"Gandora the Dragon of Destruction","Effect Monster",8,"Dragon","DARK",0,0,"cluster_5"
"Sword Breaker","XYZ Monster",5.999999999999999,"Warrior","EARTH",2700,1000,"cluster_6"
"Star Seraph Scale","Effect Monster",4,"Fairy","LIGHT",1500,900.0000000000001,"cluster_1"
"Gem-Turtle","Flip Effect Monster",4,"Rock","EARTH",0,2000,"cluster_6"
"The Agent of Creation - Venus","Effect Monster",3,"Fairy","LIGHT",1600,0,"cluster_1"
"Penumbral Soldier Lady","Effect Monster",5.999999999999999,"Warrior","DARK",2100,1400.0000000000002,"cluster_2"
"Fire Princess","Effect Monster",4,"Pyro","FIRE",1300,1500,"cluster_5"
"Charming Resort Staff","Effect Monster",3,"Fairy","LIGHT",300,200,"cluster_1"
"King's Knight","Effect Monster",4,"Warrior","LIGHT",1600,1400.0000000000002,"cluster_6"
"Stardust Charge Warrior","Synchro Monster",5.999999999999999,"Warrior","WIND",2000,1300,"cluster_6"
"Tardy Orc","Effect Monster",4,"Fiend","DARK",2200,0,"cluster_2"
"T.G. Catapult Dragon","Effect Monster",2,"Dragon","EARTH",900.0000000000001,1300,"cluster_5"
"T.G. Cyber Magician","Tuner Monster",1,"Spellcaster","LIGHT",0,0,"cluster_1"
"Samurai of the Ice Barrier","Effect Monster",4,"Warrior","WATER",1800.0000000000002,1500,"cluster_6"
"Dinomist Pteran","Pendulum Effect Monster",4,"Machine","WATER",1800.0000000000002,1200,"cluster_4"
"Apprentice Piper","Flip Effect Monster",2,"Spellcaster","DARK",100,1500,"cluster_1"
"Yosenju Shinchu L","Pendulum Effect Monster",4,"Rock","WIND",0,2100,"cluster_3"
"Koa'ki Meiru Maximus","Effect Monster",8,"Dragon","WIND",3000,2500,"cluster_5"
"Performapal Odd-Eyes Metal Claw","Fusion Monster",8,"Dragon","DARK",3000,3000,"cluster_0"
"Satellarknight Alsahm","Effect Monster",4,"Warrior","LIGHT",1400.0000000000002,1800.0000000000002,"cluster_6"
"Anti-Aircraft Flower","Effect Monster",3,"Plant","EARTH",0,1600,"cluster_5"
"R-Genex Crusher","Effect Monster",2,"Machine","EARTH",800,800,"cluster_4"
"Neo Flamvell Garuda","Effect Monster",3,"Pyro","FIRE",1200,1800.0000000000002,"cluster_5"
"A-to-Z-Dragon Buster Cannon","Fusion Monster",10,"Machine","LIGHT",4000,4000,"cluster_0"
"Dark Armed Dragon","Effect Monster",7,"Dragon","DARK",2800.0000000000005,1000,"cluster_5"
"Spiritual Beast Tamer Winda","Effect Monster",4,"Psychic","WIND",1600,1800.0000000000002,"cluster_5"
"Performapal Stamp Turtle","Effect Monster",4,"Aqua","WATER",100,1800.0000000000002,"cluster_4"
"Big Shield Gardna","Effect Monster",4,"Warrior","EARTH",100,2600,"cluster_6"
"Yosenju Kama 1","Effect Monster",4,"Beast-Warrior","WIND",1600,500,"cluster_4"
"Element Magician","Effect Monster",4,"Spellcaster","LIGHT",1500,1200,"cluster_1"
"Gusto Gulldo","Tuner Monster",3,"Winged Beast","WIND",500,500,"cluster_6"
"Dark Voltanis","Effect Monster",8,"Fairy","DARK",2800.0000000000005,1400.0000000000002,"cluster_1"
"Dark Driceratops","Effect Monster",5.999999999999999,"Dinosaur","EARTH",2400,1500,"cluster_5"
"Alchemic Magician","XYZ Monster",4,"Spellcaster","DARK",1500,1500,"cluster_1"
"Yellow Baboon, Archer of the Forest","Effect Monster",7,"Beast","EARTH",2600,1800.0000000000002,"cluster_1"
"Fluffal Owl","Effect Monster",2,"Fairy","EARTH",1000,1000,"cluster_1"
"Skilled Red Magician","Effect Monster",4,"Spellcaster","DARK",1600,1600,"cluster_1"
"Photon Thrasher","Effect Monster",4,"Warrior","LIGHT",2100,0,"cluster_6"
"Chakra","Ritual Monster",7,"Fiend","DARK",2450.0000000000005,2000,"cluster_3"
"The End of Anubis","Effect Monster",5.999999999999999,"Fiend","DARK",2500,0,"cluster_2"
"Shutendoji","Effect Monster",4,"Zombie","EARTH",1500,800,"cluster_2"
"Toon Mermaid","Toon Monster",4,"Aqua","WATER",1400.0000000000002,1500,"cluster_0"
"Dragodies, the Empowered Warrior","Pendulum Effect Monster",4,"Warrior","LIGHT",1500,1500,"cluster_3"
"The Unfriendly Amazon","Effect Monster",4,"Warrior","EARTH",2000,1000,"cluster_6"
"Codarus","Effect Monster",4,"Sea Serpent","WATER",1400.0000000000002,1200,"cluster_4"
"Scrap Soldier","Tuner Monster",5,"Warrior","EARTH",2100,700.0000000000001,"cluster_6"
"Qliphort Scout","Pendulum Normal Monster",5,"Machine","EARTH",1000,2800.0000000000005,"cluster_0"
"Denglong, First of the Yang Zing","Synchro Tuner Monster",5,"Wyrm","LIGHT",0,2800.0000000000005,"cluster_0"
"Mist Condor","Effect Monster",4,"Winged Beast","WIND",1400.0000000000002,400,"cluster_6"
"Red Archery Girl","Normal Monster",4,"Aqua","WATER",1400.0000000000002,1500,"cluster_4"
"Chronomaly Winged Sphinx","Effect Monster",5,"Rock","EARTH",1600,1900,"cluster_6"
"Y-Dragon Head","Union Effect Monster",4,"Machine","LIGHT",1500,1600,"cluster_0"
"Gruesome Goo","Normal Monster",3,"Aqua","WATER",1300,700.0000000000001,"cluster_4"
"Spirit of the Six Samurai","Union Effect Monster",3,"Warrior","EARTH",500,500,"cluster_3"
"Dragard","Effect Monster",4,"Dragon","DARK",1300,1900,"cluster_5"
"Gungnir, Dragon of the Ice Barrier","Synchro Monster",7,"Dragon","WATER",2500,1700.0000000000002,"cluster_5"
"Ganbara Lancer","Effect Monster",5,"Warrior","LIGHT",1000,2000,"cluster_6"
"Inzektor Giga-Cricket","Effect Monster",5,"Insect","DARK",2000,1300,"cluster_5"
"Heroic Challenger - Assault Halberd","Effect Monster",4,"Warrior","EARTH",1800.0000000000002,200,"cluster_6"
"Nobleman-Eater Bug","Flip Effect Monster",5,"Insect","EARTH",900.0000000000001,1200,"cluster_5"
"Evilswarm Thanatos","XYZ Monster",4,"Fiend","DARK",2350,1350,"cluster_2"
"Metal Armored Bug","Normal Monster",8,"Insect","EARTH",2800.0000000000005,1500,"cluster_5"
"Wheel of Prophecy","Effect Monster",8,"Spellcaster","DARK",2700,1700.0000000000002,"cluster_1"
"Jurrac Velphito","Synchro Monster",5,"Dinosaur","FIRE",0,0,"cluster_5"
"Subterror Behemoth Stygokraken","Flip Effect Monster",5,"Sea Serpent","EARTH",1400.0000000000002,2600,"cluster_4"
"Gladiator Beast Torax","Effect Monster",3,"Fish","WATER",1400.0000000000002,400,"cluster_1"
"Inzektor Firefly","Effect Monster",1,"Insect","DARK",100,100,"cluster_5"
"Warrior of Zera","Normal Monster",4,"Warrior","EARTH",1600,1600,"cluster_6"
"Brotherhood of the Fire Fist - Rhino","Effect Monster",4,"Beast-Warrior","FIRE",1700.0000000000002,1400.0000000000002,"cluster_4"
"Transforming Sphere","Effect Monster",3,"Winged Beast","WIND",100,100,"cluster_6"
"Red Rising Dragon","Synchro Monster",5.999999999999999,"Dragon","DARK",2100,1600,"cluster_5"
"Genex Ally Axel","Synchro Monster",8,"Machine","DARK",2600,2000,"cluster_4"
"Mecha Phantom Beast Hamstrat","Effect Monster",3,"Machine","WIND",1100,1600,"cluster_4"
"Dark Horus","Effect Monster",8,"Dragon","DARK",3000,1800.0000000000002,"cluster_5"
"Fiend Skull Dragon","Fusion Monster",5,"Dragon","WIND",2000,1200,"cluster_0"
"Fortress Warrior","Effect Monster",2,"Warrior","EARTH",600,1200,"cluster_6"
"Morphtronic Datatron","Effect Monster",3,"Pyro","FIRE",1200,600,"cluster_5"
"Herald of Creation","Effect Monster",4,"Spellcaster","LIGHT",1800.0000000000002,600,"cluster_1"
"The Fiend Megacyber","Effect Monster",5.999999999999999,"Warrior","DARK",2200,1200,"cluster_2"
"Neo Flamvell Origin","Tuner Monster",2,"Pyro","FIRE",500,200,"cluster_5"
"Gishki Chain","Effect Monster",4,"Sea Serpent","WATER",1800.0000000000002,1000,"cluster_4"
"Fire King Avatar Yaksha","Effect Monster",4,"Beast-Warrior","FIRE",1800.0000000000002,200,"cluster_4"
"Volcanic Counter","Effect Monster",3,"Pyro","FIRE",300,1300,"cluster_5"
"Graydle Alligator","Effect Monster",3,"Aqua","WATER",500,1500,"cluster_4"
"Fluffal Leo","Effect Monster",4,"Fairy","EARTH",1600,1200,"cluster_1"
"Copy Plant","Tuner Monster",1,"Plant","WIND",0,0,"cluster_5"
"Flame Tiger","Effect Monster",4,"Beast","FIRE",1800.0000000000002,0,"cluster_1"
"Bi'an, Earth of the Yang Zing","Effect Monster",3,"Wyrm","EARTH",1600,0,"cluster_5"
"Tin Archduke","XYZ Monster",4,"Machine","EARTH",2200,1200,"cluster_4"
"Serpent Night Dragon","Normal Monster",7,"Dragon","DARK",2350,2400,"cluster_5"
"Superdimensional Robot Galaxy Destroyer","XYZ Monster",10,"Machine","LIGHT",5000,2000,"cluster_4"
"Archfiend Heiress","Effect Monster",3,"Fiend","DARK",1000,0,"cluster_2"
"The Black Stone of Legend","Effect Monster",1,"Dragon","DARK",0,0,"cluster_5"
"Saggi the Dark Clown","Normal Monster",3,"Spellcaster","DARK",600,1500,"cluster_1"
"Royal Knight of the Ice Barrier","Effect Monster",5,"Warrior","WATER",2000,2000,"cluster_6"
"Aquaactress Guppy","Effect Monster",2,"Aqua","WATER",600,600,"cluster_4"
"Dragon Zombie","Normal Monster",3,"Zombie","DARK",1600,0,"cluster_2"
"Mind on Air","Effect Monster",5.999999999999999,"Spellcaster","DARK",1000,1600,"cluster_1"
"Vermillion Dragon Mech","Synchro Monster",9,"Machine","FIRE",2700,1800.0000000000002,"cluster_4"
"Goblin Black Ops","Effect Monster",4,"Beast-Warrior","DARK",1300,0,"cluster_4"
"Element Soldier","Effect Monster",4,"Fiend","DARK",1500,1200,"cluster_2"
"Gishki Zielgigas","Ritual Effect Monster",10,"Aqua","WATER",3200,0,"cluster_0"
"Keeper of the Shrine","Effect Monster",4,"Dragon","DARK",0,2100,"cluster_5"
"Brotherhood of the Fire Fist - Boar","Tuner Monster",4,"Beast-Warrior","FIRE",1100,1400.0000000000002,"cluster_4"
"Hieratic Dragon of Sutekh","Effect Monster",8,"Dragon","LIGHT",2800.0000000000005,2000,"cluster_5"
"Koa'ki Meiru Wall","Effect Monster",4,"Rock","EARTH",1900,1200,"cluster_6"
"Moon Dragon Quilla","Synchro Monster",5.999999999999999,"Dragon","DARK",2500,2000,"cluster_5"
"Waterdragon Fairy","Normal Monster",3,"Aqua","WATER",1100,700.0000000000001,"cluster_4"
"Fishborg Launcher","Tuner Monster",1,"Fish","WATER",200,100,"cluster_1"
"Gaia the Dragon Champion","Fusion Monster",7,"Dragon","WIND",2600,2100,"cluster_0"
"Oni Tank T-34","Normal Monster",4,"Machine","EARTH",1400.0000000000002,1700.0000000000002,"cluster_4"
"Crystron Rion","Tuner Monster",3,"Machine","WATER",500,500,"cluster_4"
"Dreadscythe Harvester","Effect Monster",8,"Insect","WIND",2300,1600,"cluster_5"
"The Earl of Demise","Normal Monster",5,"Fiend","DARK",2000,700.0000000000001,"cluster_2"
"Majestic Red Dragon","Synchro Monster",10,"Dragon","DARK",4000,3000,"cluster_5"
"Scrap Mind Reader","Tuner Monster",1,"Machine","EARTH",0,0,"cluster_4"
"Dark Bat","Normal Monster",3,"Winged Beast","WIND",1000,1000,"cluster_6"
"Kozmo Goodwitch","Effect Monster",4,"Psychic","LIGHT",1800.0000000000002,1000,"cluster_5"
"Loki, Lord of the Aesir","Synchro Monster",10,"Spellcaster","DARK",3300,3000,"cluster_1"
"Earthbound Spirit","Normal Monster",4,"Fiend","EARTH",500,2000,"cluster_2"
"Gishki Abyss","Effect Monster",2,"Fish","WATER",800,500,"cluster_1"
"Gagaga Head","Effect Monster",5.999999999999999,"Spellcaster","DARK",2100,2000,"cluster_1"
"Coach Captain Bearman","Effect Monster",8,"Beast-Warrior","FIRE",2600,2700,"cluster_4"
"Armored Cybern","Union Effect Monster",4,"Machine","WIND",0,2000,"cluster_0"
"Majioshaleon","Effect Monster",5,"Reptile","WATER",2000,800,"cluster_5"
"Turbo Synchron","Tuner Monster",1,"Machine","WIND",100,500,"cluster_4"
"Igknight Cavalier","Pendulum Normal Monster",5,"Warrior","FIRE",2400,1200,"cluster_3"
"Scapeghost","Tuner Monster",1,"Zombie","DARK",0,0,"cluster_2"
"Labyrinth Wall","Normal Monster",5,"Rock","EARTH",0,3000,"cluster_6"
"Red-Eyes Wyvern","Effect Monster",4,"Dragon","WIND",1800.0000000000002,1600,"cluster_5"
"Dwarf Star Dragon Planeter","Effect Monster",4,"Dragon","LIGHT",1700.0000000000002,1200,"cluster_5"
"Darklord Nurse Reficule","Effect Monster",4,"Fairy","DARK",1400.0000000000002,600,"cluster_1"
"Amphibian Beast","Normal Monster",5.999999999999999,"Fish","WATER",2400,2000,"cluster_1"
"Glow-Up Bulb","Tuner Monster",1,"Plant","EARTH",100,100,"cluster_5"
"Pinecono","Effect Monster",1,"Plant","EARTH",400,200,"cluster_5"
"Layard the Liberator","Effect Monster",4,"Fairy","LIGHT",1400.0000000000002,1500,"cluster_1"
"Genex Searcher","Effect Monster",4,"Machine","EARTH",1600,400,"cluster_4"
"Mecha Phantom Beast Blue Impala","Tuner Monster",3,"Machine","WIND",1400.0000000000002,1100,"cluster_4"
"Crawling Dragon","Normal Monster",5,"Dragon","EARTH",1600,1400.0000000000002,"cluster_5"
"Prediction Princess Crystaldine","Flip Effect Monster",5,"Fairy","WATER",1400.0000000000002,2200,"cluster_1"
"Lady of D.","Effect Monster",4,"Spellcaster","DARK",1500,1100,"cluster_1"
"Science Soldier","Normal Monster",3,"Warrior","DARK",800,800,"cluster_2"
"Zushin the Sleeping Giant","Effect Monster",10,"Warrior","EARTH",0,0,"cluster_6"
"Phonon Pulse Dragon","Synchro Tuner Monster",4,"Dragon","DARK",1900,800,"cluster_0"
"Chronomaly Mud Golem","Effect Monster",4,"Rock","EARTH",1700.0000000000002,1000,"cluster_6"
"Hoshiningen","Effect Monster",2,"Fairy","LIGHT",500,700.0000000000001,"cluster_1"
"Searchlightman","Flip Effect Monster",3,"Machine","LIGHT",1000,1000,"cluster_4"
"Snowdust Dragon","Effect Monster",8,"Dragon","WATER",2800.0000000000005,1800.0000000000002,"cluster_5"
"Gemini Imps","Effect Monster",4,"Fiend","DARK",1000,1000,"cluster_2"
"Caligo Claw Crow","Effect Monster",2,"Winged Beast","DARK",900.0000000000001,600,"cluster_2"
"Performage Trick Clown","Effect Monster",4,"Spellcaster","LIGHT",1600,1200,"cluster_1"
"Koumori Dragon","Normal Monster",4,"Dragon","DARK",1500,1200,"cluster_5"
"Skull Meister","Effect Monster",4,"Fiend","DARK",1700.0000000000002,400,"cluster_2"
"Odd-Eyes Mirage Dragon","Pendulum Effect Monster",3,"Dragon","DARK",1200,600,"cluster_0"
"King of the Beasts","Effect Monster",7,"Beast","EARTH",2500,800,"cluster_1"
"Performapal King Bear","Pendulum Effect Monster",5.999999999999999,"Beast-Warrior","EARTH",2200,1000,"cluster_4"
"Barrel Lily","Normal Monster",3,"Plant","EARTH",1100,600,"cluster_5"
"Dark Flattop","Synchro Monster",8,"Machine","DARK",0,3000,"cluster_4"
"Mecha Phantom Beast Tetherwolf","Effect Monster",4,"Machine","WIND",1700.0000000000002,1200,"cluster_4"
"CXyz Barian Hope","XYZ Monster",7,"Warrior","LIGHT",0,0,"cluster_6"
"Ultimate Baseball Kid","Effect Monster",3,"Warrior","FIRE",500,1000,"cluster_2"
"Spirit Ryu","Effect Monster",4,"Dragon","WIND",1000,1000,"cluster_5"
"Goddess of Whim","Effect Monster",3,"Fairy","LIGHT",950,700.0000000000001,"cluster_1"
"Divine Dragon Aquabizarre","Effect Monster",5,"Sea Serpent","WATER",2100,1500,"cluster_4"
"Gem-Knight Citrine","Fusion Monster",7,"Pyro","EARTH",2200,1950,"cluster_5"
"Earthbound Linewalker","Effect Monster",4,"Fiend","DARK",1200,1900,"cluster_2"
"Guardian Angel Joan","Effect Monster",7,"Fairy","LIGHT",2800.0000000000005,2000,"cluster_1"
"Condemned Maiden","Effect Monster",4,"Fairy","LIGHT",100,2000,"cluster_1"
"The Gross Ghost of Fled Dreams","Normal Monster",4,"Fiend","DARK",1300,1800.0000000000002,"cluster_2"
"Power Tool Mecha Dragon","Synchro Monster",7,"Machine","DARK",2300,2500,"cluster_4"
"Scary Moth","Effect Monster",5.999999999999999,"Insect","WIND",1800.0000000000002,2300,"cluster_5"
"Junk Defender","Effect Monster",3,"Warrior","EARTH",500,1800.0000000000002,"cluster_6"
"Orient Dragon","Synchro Monster",5.999999999999999,"Dragon","WIND",2300,1000,"cluster_5"
"Meklord Emperor Wisel","Effect Monster",1,"Machine","DARK",2500,2500,"cluster_4"
"Battlin' Boxer Switchitter","Effect Monster",4,"Warrior","FIRE",1500,1400.0000000000002,"cluster_2"
"Stinging Swordsman","Effect Monster",1,"Warrior","WIND",300,600,"cluster_6"
"Stone Dragon","Normal Monster",7,"Rock","EARTH",2000,2300,"cluster_6"
"Sky Dragoons of Draconia","Pendulum Normal Monster",5,"Winged Beast","WIND",2200,200,"cluster_3"
"Inzektor Dragonfly","Effect Monster",3,"Insect","DARK",1000,1800.0000000000002,"cluster_5"
"Crystal Beast Emerald Tortoise","Effect Monster",3,"Aqua","WATER",600,2000,"cluster_4"
"Flamvell Dragnov","Effect Monster",2,"Dragon","FIRE",1100,200,"cluster_5"
"Royal Knight","Effect Monster",3,"Fairy","LIGHT",1300,800,"cluster_1"
"Pandemic Dragon","Effect Monster",7,"Dragon","DARK",2500,1000,"cluster_5"
"Cosmic Fortress Gol'gar","Synchro Monster",5,"Reptile","LIGHT",2600,1800.0000000000002,"cluster_5"
"Metal Guardian","Normal Monster",5,"Fiend","DARK",1150,2150,"cluster_2"
