Name,Type,Level,Race,Attribute,ATK,DEF
Majestic Mech - Ohka,Effect Monster,6,Fairy,LIGHT,2400,1400
Artifact Vajra,Effect Monster,5,Fairy,LIGHT,1800,1900
Raiza the Mega Monarch,Effect Monster,8,Winged Beast,WIND,2800,1000
Metalfoes Volflame,Pendulum Normal Monster,7,Psychic,FIRE,2400,2000
Bunilla,Normal Monster,1,Beast,EARTH,150,2050
Mist Valley Thunderbird,Effect Monster,3,Thunder,WIND,1100,700
King of Yamimakai,Normal Monster,5,Fiend,DARK,2000,1530
Koitsu,Union Effect Monster,10,Fairy,WATER,200,100
Ally of Justice Field Marshal,Synchro Monster,9,Machine,DARK,2900,2600
Phoenix Gearfried,Gemini Monster,8,Warrior,FIRE,2800,2200
"Vector Pendulum, the Dracoverlord",Pendulum Normal Monster,4,Dragon,DARK,1850,0
Avenging Knight Parshath,Synchro Monster,8,Fairy,LIGHT,2600,2100
Triamid Dancer,Effect Monster,3,Rock,EARTH,600,1900
Playful Possum,Effect Monster,2,Beast,EARTH,800,600
Tongyo,Normal Monster,4,Fish,WATER,1350,800
Elemental HERO Flash,Effect Monster,4,Warrior,LIGHT,1100,1600
Des Koala,Flip Effect Monster,3,Beast,DARK,1100,1800
Evolsaur Terias,Effect Monster,6,Dinosaur,FIRE,2400,600
Horn Imp,Normal Monster,4,Fiend,DARK,1300,1000
Battlestorm,Effect Monster,4,Winged Beast,DARK,1700,1000
Bujingi Quilin,Effect Monster,4,Beast,LIGHT,1600,900
Wow Warrior,Normal Monster,4,Fish,WATER,1250,900
Volcanic Scattershot,Effect Monster,2,Pyro,FIRE,500,0
Peropero Cerperus,Effect Monster,3,Beast,EARTH,0,1800
Garvas,Normal Monster,6,Beast,EARTH,2000,1700
Arcana Force EX - The Dark Ruler,Effect Monster,10,Fairy,LIGHT,4000,4000
Yosenju Oyam,Effect Monster,6,Beast,WIND,0,0
Artifact Durendal,XYZ Monster,5,Fairy,LIGHT,2400,2100
Piercing Moray,Effect Monster,4,Fish,WATER,1500,500
Guiding Light,Effect Monster,1,Fairy,LIGHT,0,0
Elemental HERO Neos Alius,Gemini Monster,4,Warrior,LIGHT,1900,1300
"Raviel, Lord of Phantasms",Effect Monster,10,Fiend,DARK,4000,4000
Dice Armadillo,Normal Monster,5,Machine,EARTH,1650,1800
Earthbound Immortal Chacu Challhua,Effect Monster,10,Fish,DARK,2900,2400
Gilford the Legend,Effect Monster,8,Warrior,EARTH,2600,2000
Crystal Beast Amber Mammoth,Effect Monster,4,Beast,EARTH,1700,1600
Predaplant Dragostapelia,Fusion Monster,8,Plant,DARK,2700,1900
Muse-A,Normal Monster,3,Fairy,LIGHT,850,900
Twin-Barrel Dragon,Effect Monster,4,Machine,DARK,1700,200
Darksea Float,Effect Monster,1,Machine,DARK,0,300
D.D. Assailant,Effect Monster,4,Warrior,EARTH,1700,1600
Naturia Dragonfly,Effect Monster,4,Insect,EARTH,1200,400
Neck Hunter,Normal Monster,6,Fiend,DARK,1750,1900
Aurora Wing,Effect Monster,4,Winged Beast,WATER,1200,1600
Cyber Dragon,Effect Monster,5,Machine,LIGHT,2100,1600
Cyber Dragon,Effect Monster,5,Machine,LIGHT,2100,1600
Panther Shark,Effect Monster,5,Fish,WATER,1100,2000
Windwitch - Snow Bell,Tuner Monster,1,Spellcaster,WIND,100,100
Holding Legs,Effect Monster,4,Fiend,DARK,800,600
Blast Juggler,Effect Monster,3,Machine,FIRE,800,900
Dark Desertapir,Effect Monster,2,Beast,EARTH,1100,300
Blade Bounzer,Effect Monster,4,Warrior,EARTH,1800,1400
Naturia Tulip,Tuner Monster,2,Plant,EARTH,600,1500
Mucus Yolk,Effect Monster,3,Aqua,DARK,0,100
Yamadron,Normal Monster,5,Dragon,FIRE,1600,1800
Brotherhood of the Fire Fist - Gorilla,Effect Monster,4,Beast-Warrior,FIRE,1600,1000
Assault Blackwing - Kunai the Drizzle,Effect Monster,5,Winged Beast,DARK,2100,1600
Performapal Thunderhino,Effect Monster,3,Rock,LIGHT,200,1800
Performapal Drummerilla,Pendulum Effect Monster,5,Beast,EARTH,1600,900
Umbral Horror Will o' the Wisp,Effect Monster,1,Fiend,DARK,0,0
"Dewloren, Tiger King of the Ice Barrier",Synchro Monster,6,Beast,WATER,2000,1400
Il Blud,Gemini Monster,6,Zombie,DARK,2100,800
Constellar Rasalhague,Effect Monster,2,Spellcaster,LIGHT,900,100
Rescue Warrior,Effect Monster,4,Warrior,EARTH,1600,1700
Spear Shark,Effect Monster,4,Fish,WATER,1600,1400
Star Seraph Sword,Effect Monster,4,Fairy,LIGHT,1400,1000
Dark General Freed,Effect Monster,5,Warrior,DARK,2300,1700
Dragoness the Wicked Knight,Fusion Monster,3,Warrior,WIND,1200,900
Thought Ruler Archfiend,Synchro Monster,8,Psychic,DARK,2700,2300
Summoned Skull,Normal Monster,6,Fiend,DARK,2500,1200
Summoned Skull,Normal Monster,6,Fiend,DARK,2500,1200
Summoned Skull,Normal Monster,6,Fiend,DARK,2500,1200
Summoned Skull,Normal Monster,6,Fiend,DARK,2500,1200
Royal Magical Library,Effect Monster,4,Spellcaster,LIGHT,0,2000
Thunder Nyan Nyan,Effect Monster,4,Thunder,LIGHT,1900,800
Regenerating Mummy,Effect Monster,4,Zombie,DARK,1800,1500
Absolute Crusader,Effect Monster,4,Warrior,EARTH,1800,1200
Red Dragon Archfiend,Synchro Monster,8,Dragon,DARK,3000,2000
Right Arm of the Forbidden One,Normal Monster,1,Spellcaster,DARK,200,300
Constellar Kaus,Effect Monster,4,Beast-Warrior,LIGHT,1800,700
Old Entity Hastorr,Synchro Monster,4,Reptile,WIND,2300,1000
Amorphage Lechery,Pendulum Effect Monster,2,Dragon,EARTH,1350,0
Alinsection,Normal Monster,3,Insect,EARTH,950,700
Speedroid Gum Prize,Tuner Monster,1,Machine,WIND,0,800
Nanobreaker,Effect Monster,4,Machine,EARTH,1600,1800
Phantom Beast Rock-Lizard,Effect Monster,7,Beast-Warrior,DARK,2200,2000
Windwitch - Glass Bell,Tuner Monster,4,Spellcaster,WIND,1500,1500
Silent Wobby,Effect Monster,4,Fish,WATER,1000,2000
The White Stone of Ancients,Tuner Monster,1,Dragon,LIGHT,600,500
Totem Bird,XYZ Monster,3,Winged Beast,WIND,1900,1400
Stuffed Animal,Normal Monster,3,Warrior,EARTH,1200,900
Orbital 7,Effect Monster,4,Machine,LIGHT,500,2000
Jurrac Iguanon,Effect Monster,4,Dinosaur,FIRE,1700,700
The Bistro Butcher,Effect Monster,4,Fiend,DARK,1800,1000
"Pilica, Descendant of Gusto",Effect Monster,3,Psychic,WIND,1000,1500
Phantom Beast Cross-Wing,Effect Monster,4,Beast-Warrior,LIGHT,1300,1300
Despair from the Dark,Effect Monster,8,Zombie,DARK,2800,3000
Evigishki Levianima,Ritual Effect Monster,8,Aqua,WATER,2700,1500
Amazoness Scouts,Effect Monster,2,Warrior,EARTH,500,1100
Drillroid,Effect Monster,4,Machine,EARTH,1600,1600
U.A. Dreadnought Dunker,Effect Monster,7,Warrior,EARTH,2500,1800
Yaranzo,Normal Monster,4,Zombie,DARK,1300,1500
Tornado Bird,Flip Effect Monster,4,Winged Beast,WIND,1100,1000
Worm Millidith,Flip Effect Monster,4,Reptile,LIGHT,400,1600
Infernity Knight,Effect Monster,3,Fiend,DARK,1400,400
Reed Butterfly,Effect Monster,1,Insect,WIND,300,600
Man Beast of Ares,Effect Monster,3,Beast-Warrior,EARTH,500,500
Fireyarou,Normal Monster,4,Pyro,FIRE,1300,1000
Paladin of Dark Dragon,Ritual Effect Monster,4,Dragon,DARK,1900,1200
Queen's Bodyguard,Effect Monster,4,Warrior,EARTH,1700,1200
Breaker the Magical Warrior,Effect Monster,4,Spellcaster,DARK,1600,1000
Humpty Grumpty,Effect Monster,3,Zombie,DARK,1400,0
Ally of Justice Thunder Armor,Effect Monster,8,Machine,DARK,2700,2200
Maryokutai,Effect Monster,3,Aqua,WATER,900,900
Oshaleon,Effect Monster,3,Reptile,WATER,1400,800
Gandora-X the Dragon of Demolition,Effect Monster,8,Dragon,DARK,0,0
Megarock Dragon,Effect Monster,7,Rock,EARTH,0,0
Perditious Puppeteer,Effect Monster,7,Fiend,DARK,2700,500
Thunder King Rai-Oh,Effect Monster,4,Thunder,LIGHT,1900,800
Performage Mirror Conductor,Pendulum Effect Monster,4,Spellcaster,LIGHT,600,1400
Gem-Knight Pearl,XYZ Monster,4,Rock,EARTH,2600,1900
Gem-Knight Amethyst,Fusion Monster,7,Aqua,EARTH,1950,2450
Time Wizard,Effect Monster,2,Spellcaster,LIGHT,500,400
Multiple Piece Golem,Fusion Monster,7,Rock,EARTH,2600,1300
Xiangke Magician,Pendulum Effect Monster,7,Spellcaster,DARK,2500,500
Magician's Robe,Effect Monster,2,Spellcaster,DARK,700,2000
Palladium Oracle Mahad,Effect Monster,7,Spellcaster,LIGHT,2500,2100
Mormolith,Effect Monster,4,Rock,EARTH,1000,900
Sea Kamen,Normal Monster,4,Aqua,WATER,1100,1300
Tree Otter,Effect Monster,2,Beast,WATER,1200,100
Geargiano,Effect Monster,3,Machine,EARTH,500,1000
Guardian of Order,Effect Monster,8,Warrior,LIGHT,2500,1200
Serpentine Princess,Effect Monster,4,Reptile,WATER,1400,2000
Performapal Radish Horse,Pendulum Effect Monster,4,Plant,EARTH,500,2000
Fortune Lady Fire,Effect Monster,2,Spellcaster,FIRE,0,0
Super Defense Robot Monki,Effect Monster,3,Machine,EARTH,800,1200
Sharkraken,Effect Monster,6,Fish,WATER,2400,2100
Patroid,Effect Monster,4,Machine,EARTH,1200,1200
Shovel Crusher,Normal Monster,3,Machine,EARTH,900,1200
Road Synchron,Tuner Monster,4,Machine,LIGHT,1600,800
Performapal Inflater Tapir,Effect Monster,6,Beast,WIND,1000,2000
Weather Report,Flip Effect Monster,4,Aqua,WATER,950,1500
Gem-Knight Amber,Gemini Monster,4,Thunder,EARTH,1600,1400
Bat,Normal Monster,1,Machine,WIND,300,350
Troposphere,Effect Monster,6,Winged Beast,WIND,2400,2000
Downerd Magician,XYZ Monster,4,Spellcaster,DARK,2100,200
Desrook Archfiend,Effect Monster,3,Fiend,LIGHT,1100,1800
Samsara Kaiser,Effect Monster,2,Warrior,EARTH,200,100
Koa'ki Meiru Valafar,Effect Monster,8,Fiend,FIRE,3000,2100
Stone Ghost,Normal Monster,4,Rock,EARTH,1200,1000
Mecha Phantom Beast O-Lion,Tuner Monster,2,Machine,WIND,600,1000
Giant Mech-Soldier,Normal Monster,6,Machine,EARTH,1750,1900
Red Gardna,Effect Monster,4,Fiend,FIRE,0,2000
Fabled Soulkius,Effect Monster,6,Fiend,LIGHT,2200,2100
Geargiattacker,Effect Monster,4,Machine,EARTH,1900,100
Beast-Eyes Pendulum Dragon,Fusion Monster,8,Dragon,EARTH,3000,2000
Gishki Diviner,Effect Monster,3,Sea Serpent,WATER,1200,800
Fluffal Wings,Effect Monster,1,Fairy,LIGHT,100,100
"Demise, King of Armageddon",Ritual Effect Monster,8,Fiend,DARK,2400,2000
Evilswarm O'lantern,Effect Monster,4,Pyro,DARK,1650,1250
"Kamui, Hope of Gusto",Flip Effect Monster,2,Psychic,WIND,200,1000
Silent Magician LV8,Effect Monster,8,Spellcaster,LIGHT,3500,1000
U.A. Midfielder,Effect Monster,4,Warrior,EARTH,1200,1000
Xyz Agent,Effect Monster,2,Spellcaster,LIGHT,900,300
Dark Artist,Effect Monster,3,Fiend,DARK,600,1400
Block Golem,Effect Monster,3,Rock,EARTH,1000,1500
Chaos Command Magician,Effect Monster,6,Spellcaster,LIGHT,2400,1900
Energy Bravery,Effect Monster,4,Warrior,LIGHT,1700,1200
Vanity's Ruler,Effect Monster,8,Fairy,LIGHT,2500,1600
Malice Doll of Demise,Effect Monster,4,Fiend,DARK,1600,1700
Crimson Nova Trinity the Dark Cubic Lord,Fusion Monster,10,Fiend,DARK,4500,3000
Vennominon the King of Poisonous Snakes,Effect Monster,8,Reptile,DARK,0,0
Performapal Bot-Eyes Lizard,Effect Monster,4,Reptile,EARTH,1600,1200
Assault Dog,Effect Monster,4,Beast,EARTH,1200,800
Blackwing - Vayu the Emblem of Honor,Tuner Monster,1,Winged Beast,DARK,800,0
Wisdom-Eye Magician,Pendulum Effect Monster,4,Spellcaster,LIGHT,1500,1500
Chronomaly Gordian Knot,Effect Monster,3,Rock,EARTH,300,900
Tyhone,Normal Monster,4,Winged Beast,WIND,1200,1400
Ally of Justice Quarantine,Effect Monster,4,Machine,DARK,1700,1200
Protector with Eyes of Blue,Tuner Monster,1,Spellcaster,LIGHT,800,1300
Soul Hunter,Fusion Monster,6,Fiend,DARK,2200,1800
Infernity Doom Dragon,Synchro Monster,8,Dragon,DARK,3000,2400
Magna-Slash Dragon,Effect Monster,6,Dragon,LIGHT,2400,1200
Ghostrick Warwolf,Effect Monster,3,Zombie,DARK,1400,1500
Elemental HERO Neos Knight,Fusion Monster,7,Warrior,LIGHT,2500,1000
Turtle Bird,Normal Monster,6,Aqua,WATER,1900,1700
Panzer Dragon,Fusion Monster,5,Machine,LIGHT,1000,2600
Black Luster Soldier - Envoy of the Beginning,Effect Monster,8,Warrior,LIGHT,3000,2500
Jester Lord,Effect Monster,1,Spellcaster,DARK,0,0
Silpheed,Effect Monster,4,Fairy,WIND,1700,700
Hunter of Black Feathers,Effect Monster,4,Beast-Warrior,LIGHT,1700,1000
Fabled Urustos,Effect Monster,4,Fiend,LIGHT,1500,200
Sand Stone,Normal Monster,5,Rock,EARTH,1300,1600
Spellbreaker of the Ice Barrier,Effect Monster,4,Spellcaster,WATER,1200,2000
Queen Bird,Normal Monster,5,Winged Beast,WIND,1200,2000
Raiza the Storm Monarch,Effect Monster,6,Winged Beast,WIND,2400,1000
Performapal Lizardraw,Pendulum Effect Monster,3,Reptile,EARTH,1200,600
Sylvan Lotuswain,Effect Monster,5,Plant,WATER,2300,1100
Cross Porter,Effect Monster,2,Warrior,DARK,400,400
"Felis, Lightsworn Archer",Tuner Monster,4,Beast-Warrior,LIGHT,1100,2000
"Calcab, Malebranche of the Burning Abyss",Effect Monster,3,Fiend,DARK,1400,0
Worm Drake,Normal Monster,4,Reptile,EARTH,1400,1500
Vilepawn Archfiend,Effect Monster,2,Fiend,EARTH,1200,200
Gladiator Beast Essedarii,Fusion Monster,5,Beast,EARTH,2500,1400
Bujintei Tsukuyomi,XYZ Monster,4,Beast-Warrior,LIGHT,1800,2300
Lyna the Light Charmer,Flip Effect Monster,3,Spellcaster,LIGHT,500,1500
Armoroid,Effect Monster,8,Machine,EARTH,2700,2000
Raidraptor - Force Strix,XYZ Monster,4,Winged Beast,DARK,100,2000
Barrier Statue of the Stormwinds,Effect Monster,4,Winged Beast,WIND,1000,1000
Noble Knight Peredur,Effect Monster,4,Warrior,LIGHT,1900,300
Paladin of White Dragon,Ritual Effect Monster,4,Dragon,LIGHT,1900,1200
Dimension Jar,Flip Effect Monster,2,Machine,DARK,200,200
Mara of the Nordic Alfar,Tuner Monster,2,Spellcaster,DARK,1000,500
Geargiarsenal,Effect Monster,4,Machine,EARTH,1500,500
Iron Blacksmith Kotetsu,Flip Effect Monster,2,Beast-Warrior,FIRE,500,500
Destroyer Golem,Normal Monster,4,Rock,EARTH,1500,1000
Vindikite R-Genex,Synchro Monster,8,Machine,WIND,2400,1000
Blackwing - Tornado the Reverse Wind,Effect Monster,4,Winged Beast,DARK,1000,1200
Guardian Baou,Effect Monster,4,Fiend,DARK,800,400
Gishki Emilia,Spirit Monster,4,Spellcaster,WATER,1600,800
Amazoness Blowpiper,Effect Monster,3,Warrior,EARTH,800,1500
Black Rose Dragon,Synchro Monster,7,Dragon,FIRE,2400,1800
Time Escaper,Effect Monster,2,Psychic,EARTH,500,100
Sand Moth,Effect Monster,4,Rock,EARTH,1000,2000
Blackwing - Oroshi the Squall,Tuner Monster,1,Winged Beast,DARK,400,600
Snowdust Giant,XYZ Monster,4,Beast-Warrior,WATER,2200,800
Silent Magician LV4,Effect Monster,4,Spellcaster,LIGHT,1000,1000
Giant Orc,Effect Monster,4,Fiend,DARK,2200,0
Little Trooper,Effect Monster,1,Warrior,EARTH,900,500
Skilled Dark Magician,Effect Monster,4,Spellcaster,DARK,1900,1700
Papa-Corn,Effect Monster,4,Plant,EARTH,1200,800
Rage of the Deep Sea,Effect Monster,5,Fish,WATER,0,0
Dragoons of Draconia,Pendulum Normal Monster,4,Beast-Warrior,FIRE,1800,200
R-Genex Accelerator,Effect Monster,4,Machine,WIND,1500,1900
Sunny Pixie,Tuner Monster,1,Spellcaster,LIGHT,300,400
Crusader of Endymion,Gemini Monster,4,Spellcaster,LIGHT,1900,1200
Armed Dragon LV7,Effect Monster,7,Dragon,WIND,2800,1000
Raidraptor - Rise Falcon,XYZ Monster,4,Winged Beast,DARK,100,2000
White-Horned Dragon,Effect Monster,6,Dragon,DARK,2200,1400
Venom Snake,Effect Monster,3,Reptile,EARTH,1200,600
Constellar Pleiades,XYZ Monster,5,Warrior,LIGHT,2500,1500
Raidraptor - Booster Strix,Effect Monster,4,Winged Beast,DARK,100,1700
El Shaddoll Wendigo,Fusion Monster,6,Psychic,WIND,200,2800
Hazy Flame Griffin,Effect Monster,6,Winged Beast,FIRE,200,2100
Vylon Prism,Tuner Monster,4,Thunder,LIGHT,1500,1500
Tune Warrior,Normal Tuner Monster,3,Warrior,EARTH,1600,200
Legendary Six Samurai - Mizuho,Effect Monster,3,Warrior,FIRE,1600,1000
Nekroz of Gungnir,Ritual Effect Monster,7,Spellcaster,WATER,2500,1700
Biofalcon,Effect Monster,4,Machine,LIGHT,1700,1200
Exiled Force,Effect Monster,4,Warrior,EARTH,1000,1000
Dark Scorpion - Meanae the Thorn,Effect Monster,4,Warrior,DARK,1000,1800
Cyber Twin Dragon,Fusion Monster,8,Machine,LIGHT,2800,2100
Brotherhood of the Fire Fist - Horse Prince,Synchro Monster,6,Beast-Warrior,FIRE,2200,2200
PSY-Framegear Delta,Tuner Monster,2,Psychic,LIGHT,1200,0
Brave Scizzar,Normal Monster,4,Machine,DARK,1300,1000
Evolzar Laggia,XYZ Monster,4,Dragon,FIRE,2400,2000
Mermail Abyssdine,Effect Monster,3,Aqua,WATER,1000,200
Atlantean Dragoons,Effect Monster,4,Sea Serpent,WATER,1800,0
Eria the Water Charmer,Flip Effect Monster,3,Spellcaster,WATER,500,1500
Guardian Elma,Effect Monster,3,Fairy,WIND,1300,1200
Mermail Abyssgaios,XYZ Monster,7,Aqua,WATER,2800,1600
Silent Swordsman LV5,Effect Monster,5,Warrior,LIGHT,2300,1000
Zoodiac Boarbow,XYZ Monster,4,Beast-Warrior,EARTH,0,0
Black Ray Lancer,XYZ Monster,3,Beast-Warrior,DARK,2100,600
Cactus Fighter,Effect Monster,4,Plant,EARTH,1900,400
Worm Zero,Fusion Monster,10,Reptile,LIGHT,0,0
Malefic Parallel Gear,Tuner Monster,2,Machine,DARK,0,0
"Metaion, the Timelord",Effect Monster,10,Fairy,FIRE,0,0
Koa'ki Meiru Sea Panther,Effect Monster,4,Sea Serpent,WATER,1900,1200
PSY-Framelord Omega,Synchro Monster,8,Psychic,LIGHT,2800,2200
Mystic Swordsman LV4,Effect Monster,4,Warrior,EARTH,1900,1600
Heroic Champion - Kusanagi,XYZ Monster,4,Warrior,EARTH,2500,2400
Octoberser,Normal Monster,5,Aqua,WATER,1600,1400
Madolche Puddingcess,Effect Monster,5,Fairy,EARTH,1000,1000
Red-Eyes B. Dragon,Normal Monster,7,Dragon,DARK,2400,2000
Red-Eyes B. Dragon,Normal Monster,7,Dragon,DARK,2400,2000
Red-Eyes B. Dragon,Normal Monster,7,Dragon,DARK,2400,2000
Red-Eyes B. Dragon,Normal Monster,7,Dragon,DARK,2400,2000
Red-Eyes B. Dragon,Normal Monster,7,Dragon,DARK,2400,2000
Punished Eagle,Fusion Monster,6,Winged Beast,WIND,2100,1800
Elemental HERO Terra Firma,Fusion Monster,8,Warrior,EARTH,2500,2000
Dark Mimic LV1,Flip Effect Monster,1,Fiend,DARK,100,1000
Batteryman Fuel Cell,Effect Monster,6,Thunder,LIGHT,2100,0
El Shaddoll Shekhinaga,Fusion Monster,10,Machine,EARTH,2600,3000
Inferno,Effect Monster,4,Pyro,FIRE,1100,1900
Sky Scourge Invicil,Effect Monster,6,Fairy,EARTH,2200,1600
Phantom Gryphon,Normal Monster,4,Winged Beast,WIND,2000,0
Junk Destroyer,Synchro Monster,8,Warrior,EARTH,2600,2500
Ra's Disciple,Effect Monster,4,Fairy,LIGHT,1100,600
Stardust Warrior,Synchro Monster,10,Warrior,WIND,3000,2500
Testudo erat Numen,Effect Monster,1,Aqua,WATER,0,1800
Hecatrice,Effect Monster,4,Fairy,LIGHT,1500,1100
Cross-Sword Beetle,Effect Monster,4,Insect,WIND,1800,1200
Sweet Corn,Effect Monster,2,Plant,EARTH,0,0
Emissary of the Afterlife,Effect Monster,4,Fiend,DARK,1600,600
Harpie Queen,Effect Monster,4,Winged Beast,WIND,1900,1200
"Aztekipede, the Worm Warrior",Effect Monster,4,Insect,EARTH,1900,400
Cobraman Sakuzy,Effect Monster,3,Reptile,EARTH,800,1400
Legendary Six Samurai - Enishi,Effect Monster,4,Warrior,LIGHT,1700,700
Brotherhood of the Fire Fist - Snake,Effect Monster,4,Beast-Warrior,FIRE,1800,600
Victoria,Effect Monster,4,Fairy,LIGHT,1800,1500
Mermail Abyssbalaen,Effect Monster,7,Aqua,WATER,2500,2000
"Master Pendulum, the Dracoslayer",Pendulum Normal Monster,4,Dragon,LIGHT,1950,0
Scanner,Effect Monster,1,Machine,LIGHT,0,0
Guardian Statue,Effect Monster,4,Rock,EARTH,800,1400
Overlay Booster,Effect Monster,5,Warrior,LIGHT,2000,0
Bird of Roses,Effect Monster,4,Plant,WIND,1800,1500
Moisture Creature,Effect Monster,9,Fairy,LIGHT,2800,2900
Invoked Mechaba,Fusion Monster,9,Machine,LIGHT,2500,2100
Dark Highlander,Synchro Monster,7,Fiend,DARK,2800,2300
Valkyrion the Magna Warrior,Effect Monster,8,Rock,EARTH,3500,3850
Petit Dragon,Normal Monster,2,Dragon,WIND,600,700
Madolche Chouxvalier,Effect Monster,4,Warrior,EARTH,1700,1300
Ghostrick Alucard,XYZ Monster,3,Zombie,DARK,1800,1600
Total Defense Shogun,Effect Monster,6,Warrior,DARK,1550,2500
Pandemonium Watchbear,Effect Monster,4,Beast,DARK,1300,1800
Enchanting Mermaid,Normal Monster,3,Fish,WATER,1200,900
Amulet Dragon,Fusion Monster,8,Dragon,DARK,2900,2500
Megazowler,Normal Monster,6,Dinosaur,EARTH,1800,2000
Dododo Swordsman,Effect Monster,8,Warrior,EARTH,0,3000
PSY-Framegear Alpha,Tuner Monster,1,Psychic,LIGHT,500,0
Elemental HERO Woodsman,Effect Monster,4,Warrior,EARTH,1000,2000
Mid Shield Gardna,Effect Monster,4,Warrior,EARTH,100,1800
Blackwing - Sirocco the Dawn,Effect Monster,5,Winged Beast,DARK,2000,900
Master  Expert,Normal Monster,4,Beast,EARTH,1200,1000
Cyber Soldier of Darkworld,Normal Monster,4,Machine,DARK,1400,1200
Princess Cologne,XYZ Monster,4,Fairy,LIGHT,500,2200
Faith Bird,Normal Monster,4,Winged Beast,WIND,1500,1100
One-Eyed Skill Gainer,XYZ Monster,4,Warrior,LIGHT,2500,2600
Synchar,Normal Monster,3,Beast,EARTH,800,900
Snapdragon,Effect Monster,2,Plant,EARTH,300,100
Memory Crush King,Effect Monster,5,Fiend,DARK,2000,0
Grinder Golem,Effect Monster,8,Fiend,DARK,3000,300
Meklord Army of Skiel,Effect Monster,4,Machine,WIND,1200,1000
Hino-Kagu-Tsuchi,Spirit Monster,8,Pyro,FIRE,2800,2900
Morphtronic Slingen,Effect Monster,4,Machine,WIND,1200,800
Vylon Epsilon,Synchro Monster,8,Fairy,LIGHT,2800,1200
Photon Alexandra Queen,XYZ Monster,4,Warrior,LIGHT,2400,1200
Horus the Black Flame Dragon LV4,Effect Monster,4,Dragon,FIRE,1600,1000
Bujintei Susanowo,XYZ Monster,4,Beast-Warrior,LIGHT,2400,1600
LaMoon,Normal Monster,5,Spellcaster,LIGHT,1200,1700
Satellarknight Deneb,Effect Monster,4,Warrior,LIGHT,1500,1000
Vylon Sphere,Tuner Monster,1,Machine,LIGHT,400,400
Archfiend Marmot of Nefariousness,Normal Monster,2,Beast,EARTH,400,600
Princess Pikeru,Effect Monster,4,Spellcaster,LIGHT,2000,0
Super Robolady,Fusion Monster,6,Machine,EARTH,1200,500
B.E.S. Big Core MK-2,Effect Monster,6,Machine,FIRE,2400,1100
Deskbot 003,Effect Monster,3,Machine,EARTH,500,500
Witch Doctor of Chaos,Flip Effect Monster,2,Spellcaster,DARK,500,500
Warrior Dai Grepher,Normal Monster,4,Warrior,EARTH,1700,1600
Lavalval Dragon,Synchro Monster,5,Dragon,FIRE,2000,1100
Doom Dozer,Effect Monster,8,Insect,EARTH,2800,2600
Helpoemer,Effect Monster,5,Fiend,DARK,2000,1400
Dragon Dowser,Effect Monster,4,Wyrm,EARTH,1500,1500
Throwstone Unit,Effect Monster,4,Warrior,EARTH,900,2000
ZW - Unicorn Spear,Effect Monster,4,Beast,LIGHT,1900,0
Cyber Petit Angel,Effect Monster,2,Fairy,LIGHT,300,200
Disenchanter,Effect Monster,5,Spellcaster,LIGHT,2000,2300
Hitotsu-Me Giant,Normal Monster,4,Beast-Warrior,EARTH,1200,1000
Darklon,Effect Monster,1,Fiend,DARK,100,100
Golden Flying Fish,Effect Monster,4,Fish,LIGHT,1700,1000
Meda Bat,Normal Monster,2,Fiend,DARK,800,400
Lifeforce Harmonizer,Effect Monster,2,Psychic,WIND,800,400
Dragon Buster Destruction Sword,Tuner Monster,1,Dragon,DARK,400,300
Black Potan,Effect Monster,1,Fiend,DARK,200,100
Sengenjin,Normal Monster,8,Beast-Warrior,EARTH,2750,2500
Destiny End Dragoon,Fusion Monster,10,Warrior,DARK,3000,3000
The Rock Spirit,Effect Monster,4,Rock,EARTH,1700,1000
Mine Golem,Effect Monster,3,Rock,EARTH,1000,1900
Mimir of the Nordic Ascendant,Effect Monster,2,Fairy,DARK,600,0
Crystron Ametrix,Synchro Monster,5,Machine,WATER,2500,1500
Evigishki Merrowgeist,XYZ Monster,4,Aqua,WATER,2100,1600
CXyz Battleship Cherry Blossom,XYZ Monster,4,Plant,EARTH,2400,2000
