Age,Gender,HomeOwnership,InternetConnection,MaritalStatus,CellphoneService,NumCars,PPVFreq,MobileOperatingSystem,StreamingRadio,CustomerID,EducationLevel
36,Male,Rent,Telmex,Never Married,Telcel,1,Rarely,IOS,YT Music,917343,High School
36,Male,Rent,Axtel,Never Married,Movistar,1,Monthly,Android,YT Music,917344,High School
32,Male,Rent,Mega cable,Married,Movistar,1,Never,Android,YT Music,917346,Master's Degree
32,Male,Rent,Axtel,Married,Movistar,2,Weekly,IOS,YT Music,917351,Bachelor
24,Female,Own,Mega cable,Never Married,Movistar,0,Never,Android,YT Music,917353,High School
28,Male,Rent,Telmex,Married,Telcel,4,Rarely,IOS,YT Music,917354,Bachelor
41,Male,Rent,Mega cable,Married,Telcel,3,Monthly,Android,YT Music,917356,Trade School
28,Female,Rent,Telmex,Never Married,Other,2,Rarely,Android,YT Music,917357,High School
30,Male,Rent,Axtel,Married,Movistar,2,Rarely,IOS,YT Music,917361,Bachelor
32,Male,Rent,Telmex,Married,Telcel,2,Never,Android,YT Music,917363,Bachelor
33,Female,Rent,Mega cable,Married,Telcel,2,Never,IOS,YT Music,917365,Bachelor
33,Male,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,917370,Bachelor
24,Male,Own,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,917372,High School
27,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,917373,High School
35,Female,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,917385,High School
36,Male,Rent,Telmex,Married,Telcel,2,Never,Android,Spotify,917392,Doctorate
28,Female,Rent,Telmex,Never Married,Movistar,2,Never,Android,YT Music,917403,High School
38,Male,Own,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,917406,Master's Degree
26,Male,Rent,Axtel,Never Married,Telcel,1,Never,Android,Spotify,917407,High School
56,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,917411,Bachelor
28,Male,Rent,Axtel,Married,Movistar,1,Rarely,IOS,YT Music,917412,Bachelor
44,Female,Own,Axtel,Married,Movistar,2,Rarely,IOS,YT Music,917413,Master's Degree
23,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,917421,High School
31,Male,Rent,Mega cable,Married,Telcel,3,Weekly,IOS,YT Music,917427,Bachelor
31,Female,Rent,Mega cable,Never Married,Movistar,1,Monthly,Android,Spotify,917432,High School
25,Male,Rent,Axtel,Never Married,Telcel,1,Never,Android,YT Music,917435,High School
30,Male,Own,Axtel,Never Married,Telcel,2,Rarely,IOS,YT Music,917436,High School
26,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,917441,High School
34,Male,Rent,Other,Married,Telcel,2,Weekly,Android,YT Music,917448,Bachelor
31,Male,Own,Telmex,Married,Telcel,2,Never,Android,YT Music,917454,Master's Degree
44,Male,Rent,Mega cable,Married,Telcel,3,Weekly,Android,YT Music,917465,Master's Degree
30,Female,Own,Mega cable,Never Married,Telcel,2,Never,Android,YT Music,917480,High School
26,Male,Own,Telmex,Never Married,Telcel,1,Never,Android,YT Music,917490,High School
42,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,917497,Master's Degree
32,Male,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,917506,Bachelor
32,Male,Rent,Mega cable,Married,Movistar,2,Rarely,IOS,YT Music,917521,Bachelor
27,Male,Own,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,917528,Some College
31,Male,Rent,Axtel,Never Married,Telcel,1,Never,Android,YT Music,917533,High School
29,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,917542,High School
38,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,917544,Bachelor
26,Male,Own,Telmex,Never Married,Telcel,1,Never,Android,YT Music,917556,High School
33,Male,Rent,Mega cable,Married,Telcel,1,Weekly,Android,YT Music,917560,Master's Degree
40,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,917564,Bachelor
31,Male,Rent,Mega cable,Never Married,AT&T,1,Monthly,Android,YT Music,917566,High School
27,Male,Rent,Telmex,Never Married,Movistar,1,Monthly,Android,YT Music,917573,High School
31,Male,Own,Mega cable,Married,Telcel,0,Never,Android,YT Music,917574,Post-Doc
36,Female,Rent,Axtel,Divorced,Movistar,1,Never,Android,Spotify,917586,Master's Degree
38,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,917594,Master's Degree
34,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,917603,Associate's Degree
26,Male,Own,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,917608,High School
29,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,917609,Master's Degree
48,Male,Rent,Telmex,Married,Other,3,Weekly,Android,Spotify,917610,Some College
31,Male,Rent,Mega cable,Divorced,Telcel,1,Weekly,Android,YT Music,917613,Some College
30,Male,Rent,Mega cable,Married,Telcel,1,Never,Android,YT Music,917617,Bachelor
34,Female,Rent,Mega cable,Never Married,Movistar,1,Rarely,Android,YT Music,917623,High School
32,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,917626,Doctorate
24,Female,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,917627,High School
25,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,917628,High School
32,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,917632,Bachelor
33,Male,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,917635,Master's Degree
43,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,YT Music,917649,Bachelor
25,Female,Rent,Telmex,Other,Movistar,2,Rarely,Android,YT Music,917650,Bachelor
43,Female,Rent,Mega cable,Married,Movistar,2,Rarely,IOS,YT Music,917653,Some College
28,Male,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,917654,Bachelor
41,Male,Own,Mega cable,Married,Telcel,4,Monthly,Android,Other,917661,Bachelor
30,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,917663,High School
37,Male,Own,Axtel,Divorced,Telcel,2,Never,Android,YT Music,917667,Bachelor
23,Female,Rent,Telmex,Never Married,Other,1,Never,Android,YT Music,917671,High School
32,Female,Own,Telmex,Never Married,Movistar,1,Never,Android,YT Music,917674,High School
40,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,917677,Bachelor
41,Female,Rent,Telmex,Other,Movistar,1,Never,Android,Spotify,917684,Doctorate
46,Female,Rent,Mega cable,Married,Movistar,3,Weekly,IOS,YT Music,917693,Master's Degree
39,Female,Rent,Telmex,Never Married,Movistar,1,Rarely,Android,YT Music,917698,High School
31,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,917699,Master's Degree
31,Male,Own,Telmex,Married,Telcel,2,Monthly,Android,YT Music,917711,Some College
22,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,917713,High School
35,Male,Rent,Mega cable,Divorced,Telcel,2,Weekly,Windows phone,YT Music,917714,Bachelor
28,Female,Rent,Telmex,Never Married,Movistar,1,Rarely,Android,YT Music,917722,High School
23,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,917731,High School
41,Male,Own,Axtel,Married,Telcel,2,Weekly,Android,YT Music,917738,Associate's Degree
28,Male,Own,Telmex,Never Married,Telcel,2,Weekly,Windows phone,YT Music,917759,High School
26,Female,Rent,Telmex,Married,Movistar,2,Rarely,IOS,Spotify,917767,Master's Degree
26,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,917772,Bachelor
47,Female,Rent,Axtel,Divorced,Movistar,1,Weekly,Android,Spotify,917773,Bachelor
27,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,917798,High School
35,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,Spotify,917803,High School
32,Male,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,917812,High School
33,Male,Own,Axtel,Married,Telcel,3,Daily,Other,YT Music,917821,Master's Degree
29,Male,Rent,Mega cable,Married,Telcel,1,Rarely,IOS,YT Music,917838,Master's Degree
48,Female,Rent,Telmex,Divorced,Movistar,1,Rarely,Android,YT Music,917843,Some College
26,Male,Own,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,917846,Some College
31,Female,Rent,Axtel,Married,Movistar,2,Never,IOS,YT Music,917849,Bachelor
32,Male,Own,Mega cable,Married,Telcel,2,Never,Android,YT Music,917851,Associate's Degree
40,Male,Rent,Axtel,Married,Telcel,3,Weekly,IOS,YT Music,917861,Master's Degree
46,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,917862,Master's Degree
35,Male,Own,Mega cable,Married,Telcel,3,Weekly,Android,YT Music,917875,Some College
25,Female,Rent,Mega cable,Never Married,Movistar,2,Never,Android,YT Music,917877,High School
48,Male,Own,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,917883,Bachelor
27,Male,Rent,Mega cable,Married,Telcel,1,Weekly,IOS,YT Music,917886,Some College
31,Male,Rent,Mega cable,Married,Telcel,3,Never,Android,YT Music,917890,Some College
25,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,917891,High School
37,Male,Rent,Axtel,Other,Telcel,1,Never,Android,YT Music,917898,Bachelor
47,Male,Rent,Telmex,Divorced,Telcel,6,Weekly,Android,YT Music,917904,Some College
31,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,917915,Bachelor
30,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,917920,High School
26,Male,Rent,Axtel,Married,Movistar,1,Never,Android,YT Music,917922,Bachelor
25,Male,Own,Mega cable,Never Married,Movistar,2,Never,Android,YT Music,917925,High School
25,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,917928,High School
53,Female,Rent,Axtel,Married,Movistar,3,Weekly,IOS,YT Music,917933,Bachelor
25,Female,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,917948,High School
36,Female,Own,Mega cable,Married,Movistar,2,Weekly,IOS,YT Music,917949,Bachelor
24,Male,Own,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,917950,High School
44,Female,Rent,Axtel,Married,Movistar,2,Never,IOS,YT Music,917954,Bachelor
32,Male,Rent,Axtel,Divorced,Movistar,1,Never,Android,YT Music,917958,Master's Degree
29,Male,Rent,Axtel,Married,Telcel,1,Never,Android,YT Music,917962,Master's Degree
26,Male,Rent,Mega cable,Married,Telcel,2,Monthly,Android,YT Music,917974,Bachelor
46,Female,Rent,Telmex,Married,Telcel,2,Weekly,IOS,YT Music,917984,Associate's Degree
37,Male,Rent,Telmex,Never Married,Telcel,1,Never,Android,YT Music,917996,High School
40,Female,Rent,Mega cable,Married,Movistar,2,Never,IOS,YT Music,917997,Master's Degree
31,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,Spotify,918004,High School
21,Female,Own,Axtel,Married,Movistar,1,Never,IOS,YT Music,918011,Master's Degree
62,Male,Own,Axtel,Married,Telcel,5,Weekly,IOS,YT Music,918025,Master's Degree
42,Male,Own,Other,Married,Telcel,3,Weekly,Windows phone,YT Music,918026,Associate's Degree
24,Female,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,918032,High School
34,Female,Rent,Mega cable,Married,Movistar,2,Monthly,IOS,YT Music,918034,Bachelor
32,Male,Rent,Izzi,Married,Telcel,1,Never,Android,Other,918039,Doctorate
42,Female,Rent,Axtel,Never Married,Telcel,1,Never,Android,YT Music,918052,High School
23,Male,Rent,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,918054,High School
30,Female,Rent,Telmex,Married,Movistar,2,Rarely,IOS,YT Music,918055,Master's Degree
32,Male,Own,Axtel,Never Married,Telcel,1,Never,Android,YT Music,918060,High School
25,Male,Own,Mega cable,Separated,Movistar,2,Weekly,Windows phone,YT Music,918077,Some College
29,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,918080,High School
23,Male,Rent,Mega cable,Married,Movistar,1,Rarely,IOS,YT Music,918083,Bachelor
27,Male,Rent,Axtel,Married,Telcel,1,Never,Android,YT Music,918090,Master's Degree
36,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,918098,Master's Degree
34,Male,Rent,Axtel,Married,Telcel,1,Never,Android,Spotify,918103,Master's Degree
26,Female,Rent,Axtel,Married,Movistar,2,Rarely,IOS,YT Music,918109,Some College
35,Female,Own,Telmex,Divorced,Movistar,1,Never,Android,YT Music,918119,Some College
29,Male,Rent,Axtel,Married,Movistar,1,Rarely,IOS,YT Music,918120,Master's Degree
30,Male,Rent,Mega cable,Married,Telcel,1,Never,Android,YT Music,918152,Bachelor
36,Male,Own,Axtel,Married,Telcel,2,Weekly,Windows phone,YT Music,918155,Master's Degree
37,Male,Own,Mega cable,Married,Telcel,2,Weekly,Android,YT Music,918157,Bachelor
29,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,918161,Bachelor
27,Female,Rent,Telmex,Never Married,Movistar,2,Monthly,Android,YT Music,918169,High School
33,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,918170,Associate's Degree
33,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,918172,High School
28,Female,Own,Telmex,Never Married,Movistar,2,Never,Android,YT Music,918173,High School
30,Male,Own,Telmex,Never Married,Telcel,1,Rarely,IOS,YT Music,918181,High School
34,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,918186,High School
26,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,918192,Associate's Degree
23,Female,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,918196,High School
30,Male,Rent,Axtel,Never Married,Telcel,1,Never,Android,YT Music,918201,High School
36,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,918205,Bachelor
24,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,Spotify,918207,High School
25,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,Spotify,918208,High School
52,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,Spotify,918217,Bachelor
42,Male,Own,Axtel,Married,Telcel,4,Weekly,IOS,YT Music,918224,Bachelor
23,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,918225,High School
26,Male,Rent,Axtel,Never Married,Telcel,1,Rarely,IOS,YT Music,918235,High School
30,Male,Rent,Mega cable,Never Married,Telcel,2,Rarely,IOS,YT Music,918237,High School
23,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,918260,High School
26,Male,Own,Axtel,Married,Movistar,2,Never,Android,YT Music,918272,Bachelor
37,Female,Own,Telmex,Separated,Movistar,1,Never,Android,Spotify,918278,Associate's Degree
29,Male,Rent,Mega cable,Never Married,Movistar,2,Rarely,IOS,YT Music,918280,High School
34,Female,Rent,Axtel,Married,Movistar,2,Never,IOS,YT Music,918282,Bachelor
23,Male,Rent,Axtel,Never Married,Telcel,1,Never,Android,YT Music,918283,High School
24,Male,Rent,Axtel,Never Married,Movistar,1,Never,Android,YT Music,918286,High School
25,Female,Rent,Mega cable,Married,Movistar,1,Never,IOS,YT Music,918298,Bachelor
50,Female,Rent,Telmex,Divorced,Movistar,1,Weekly,Android,YT Music,918299,Master's Degree
30,Male,Own,Axtel,Never Married,Telcel,1,Never,Android,YT Music,918314,High School
24,Male,Own,Other,Never Married,Movistar,1,Never,Android,YT Music,918318,High School
32,Female,Own,Telmex,Never Married,Movistar,1,Never,Android,Spotify,918322,High School
37,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,918323,High School
33,Male,Rent,Telmex,Married,Movistar,2,Never,Android,Spotify,918328,Master's Degree
47,Male,Rent,Mega cable,Other,Movistar,0,Never,Android,YT Music,918329,Master's Degree
37,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,918338,Doctorate
29,Male,Rent,Axtel,Married,Telcel,1,Rarely,IOS,YT Music,918347,Bachelor
26,Male,Rent,Mega cable,Married,Telcel,1,Weekly,Windows phone,YT Music,918350,Bachelor
22,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,918358,High School
36,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,918367,High School
33,Male,Rent,Mega cable,Never Married,Telcel,1,Never,Android,YT Music,918368,High School
37,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,918396,Bachelor
28,Male,Rent,Axtel,Married,Telcel,1,Never,Android,YT Music,918398,Associate's Degree
36,Female,Rent,Telmex,Other,Movistar,1,Never,Android,Spotify,918407,Bachelor
52,Male,Rent,Mega cable,Divorced,Telcel,2,Weekly,Android,YT Music,918418,Master's Degree
36,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,918419,High School
29,Male,Own,Mega cable,Never Married,Movistar,2,Never,Android,YT Music,918429,High School
32,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,918431,Master's Degree
39,Male,Own,Axtel,Married,Telcel,3,Weekly,IOS,YT Music,918441,Master's Degree
31,Male,Rent,Telmex,Married,Telcel,2,Weekly,IOS,YT Music,918445,Master's Degree
35,Male,Rent,Mega cable,Married,Telcel,2,Weekly,Android,Spotify,918451,Some College
43,Male,Rent,Axtel,Married,Telcel,3,Weekly,Android,YT Music,918456,Bachelor
34,Male,Own,Axtel,Married,Telcel,2,Weekly,Android,YT Music,918475,Master's Degree
25,Male,Rent,Axtel,Never Married,Telcel,2,Weekly,Android,YT Music,918476,High School
46,Male,Own,Axtel,Married,Telcel,3,Weekly,Android,YT Music,918515,Master's Degree
23,Male,Rent,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,918529,High School
29,Male,Rent,Mega cable,Never Married,Telcel,1,Monthly,Android,YT Music,918536,High School
53,Female,Rent,Axtel,Never Married,Movistar,1,Never,Android,Spotify,918548,High School
33,Male,Own,Axtel,Married,Telcel,2,Never,Android,YT Music,918556,Doctorate
36,Male,Rent,Izzi,Married,Telcel,2,Weekly,IOS,YT Music,918597,Master's Degree
33,Male,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,918614,Some College
26,Male,Rent,Mega cable,Never Married,Movistar,1,Weekly,Windows phone,YT Music,918624,High School
39,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,918626,Bachelor
37,Male,Rent,Axtel,Married,Telcel,2,Weekly,Android,YT Music,918639,Bachelor
39,Female,Own,Telmex,Separated,Telcel,1,Never,Android,Spotify,918657,Some College
34,Male,Own,Telmex,Never Married,Telcel,1,Never,Android,YT Music,918690,High School
51,Male,Rent,Mega cable,Never Married,Movistar,1,Never,Android,YT Music,918694,High School
22,Male,Rent,Axtel,Never Married,Other,1,Monthly,Android,YT Music,918703,High School
29,Male,Rent,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,918705,Some College
45,Female,Rent,Axtel,Divorced,Telcel,1,Weekly,Android,YT Music,918710,Associate's Degree
36,Male,Rent,Mega cable,Never Married,Telcel,3,Weekly,Android,YT Music,918730,High School
49,Male,Rent,Telmex,Married,Telcel,2,Weekly,Android,Spotify,918742,Some College
28,Male,Rent,Telmex,Never Married,Telcel,1,Never,Android,YT Music,918765,High School
28,Male,Rent,Mega cable,Married,Telcel,2,Rarely,IOS,YT Music,918769,Bachelor
33,Male,Rent,Mega cable,Married,Telcel,2,Never,Android,YT Music,918773,Bachelor
39,Male,Rent,Mega cable,Married,Telcel,1,Weekly,Android,YT Music,918775,Some College
36,Male,Rent,Mega cable,Separated,Movistar,1,Weekly,Android,YT Music,918796,Some College
39,Male,Rent,Axtel,Married,Telcel,3,Monthly,Android,YT Music,918801,Bachelor
26,Male,Rent,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,918810,High School
44,Male,Own,Mega cable,Never Married,Telcel,2,Weekly,IOS,YT Music,918818,High School
27,Male,Rent,Axtel,Married,Telcel,2,Weekly,IOS,YT Music,918823,Trade School
47,Male,Own,Mega cable,Married,Telcel,4,Weekly,Android,YT Music,918856,Bachelor
36,Female,Own,Mega cable,Never Married,Telcel,4,Never,IOS,YT Music,918873,High School
37,Female,Rent,Telmex,Other,Movistar,1,Never,Android,Spotify,918906,Bachelor
33,Male,Rent,Axtel,Married,Telcel,2,Never,Android,YT Music,918919,Bachelor
45,Male,Own,Axtel,Married,Movistar,2,Weekly,Windows phone,YT Music,918943,Master's Degree
33,Female,Rent,Axtel,Married,Telcel,2,Rarely,IOS,YT Music,918999,Bachelor
32,Male,Rent,Telmex,Married,Telcel,1,Weekly,Android,YT Music,919062,Bachelor
38,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,919073,High School
41,Female,Rent,Axtel,Married,Movistar,3,Weekly,IOS,YT Music,919076,Some College
39,Female,Rent,Mega cable,Never Married,Movistar,1,Monthly,Android,YT Music,919210,High School
31,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,919262,High School
28,Male,Rent,Axtel,Never Married,Movistar,1,Rarely,IOS,YT Music,919349,High School
25,Male,Rent,Mega cable,Never Married,Movistar,1,Rarely,IOS,YT Music,919350,High School
21,Male,Rent,Telmex,Never Married,Movistar,1,Rarely,IOS,YT Music,919369,High School
33,Female,Rent,Telmex,Never Married,Movistar,1,Never,Android,YT Music,919704,High School
35,Female,Rent,Telmex,Divorced,AT&T,4,Weekly,Android,YT Music,919792,Trade School
36,Female,Rent,Mega cable,Never Married,Movistar,2,Rarely,Android,YT Music,920108,High School
32,Male,Own,Telmex,Married,Movistar,1,Monthly,Android,YT Music,920182,Master's Degree
32,Male,Rent,Axtel,Other,Telcel,2,Never,Android,YT Music,920740,Doctorate
